web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641926836-834","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","SEEUSOON DIGITAL","https://fr.kompass.com/c/seeusoon-digital/fra06abpb/","SEEUSOON DIGITAL","11 RUE SAINT LAURENT","11 RUE SAINT LAURENT 

	                
	        14000 CAEN","null","2020","SAS, société par actions simplifiée","null","La société SEEUSOON DIGITAL, est implantée au 11 RUE SAINT LAURENT à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2020 sous l'enregistrement 881293443 00019, recensée sous le naf : 

► Programmation informatique.



La société SEEUSOON DIGITAL est dirigée par Xavier Badaire (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926678-781","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","SARL GOLIATH","https://fr.kompass.com/c/sarl-goliath/fra06890m/","SARL GOLIATH","15 BD DES NATIONS 

	                PARC EOLE","15 BD DES NATIONS 

	                PARC EOLE 

	                
	        14540 BOURGUEBUS","null","2020","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société SARL GOLIATH, est implantée au 15 BD DES NATIONS à Bourguebus (14540) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2020 sous le numéro 880731369 00018, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société SARL GOLIATH est dirigée par Célia Beuzeville (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926776-814","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","S.D.E.I., SDEI (SOCIETE DE DEVELOPPEMENT ELECTRONIQUE ET INFORMATIQUE)","https://fr.kompass.com/c/s-d-e-i/fra06905c/","S.D.E.I.
                                    SOCIETE DE DEVELOPPEMENT ELECTRONIQUE ET INFORMATIQUE","12 RUE PIERRE GIRARD 

	                12-14","12 RUE PIERRE GIRARD 

	                12-14 

	                
	        14000 CAEN","null","1989","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie S.D.E.I.(SDEI), est implantée au 12 RUE PIERRE GIRARD à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 1989(SIRET : 350139622 00038), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société S.D.E.I. est dirigée par Gilles Hemery (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926782-816","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M NICOLAS VILLEROY","https://fr.kompass.com/c/m-nicolas-villeroy/fra05wx3g/","M NICOLAS VILLEROY","14 RUE CHARLES PRUNIER","14 RUE CHARLES PRUNIER 

	                
	        14000 CAEN","null","2007","Profession libérale","De 0 à 9 employés","M NICOLAS VILLEROY, est installé au 14 RUE CHARLES PRUNIER à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2007 sous l'enregistrement 500645593 00038, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926719-795","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","GEOFNET","https://fr.kompass.com/c/geofnet/fra05fsqr/","GEOFNET","418 RUE GRANDE RUE","418 RUE GRANDE RUE 

	                
	        14880 HERMANVILLE-SUR-MER","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise GEOFNET, est implantée au 418 RUE GRANDE RUE à Hermanville-sur-mer (14880) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous l'enregistrement 851076471 00016, recensée sous le naf : 

► Portails Internet.



La société GEOFNET est dirigée par Geoffroy Martin (Président)","Portails Internet (6312Z)
				Voir la classification Kompass"
"1641926816-827","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M KEVIN COMBES","https://fr.kompass.com/c/m-kevin-combes/fra0673sv/","M KEVIN COMBES","3 RUE HENRI BARBUSSE","3 RUE HENRI BARBUSSE 

	                
	        14550 BLAINVILLE-SUR-ORNE","null","2020","Profession libérale","null","M KEVIN COMBES, est installé au 3 RUE HENRI BARBUSSE à Blainville-sur-orne (14550) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 ayant comme SIRET le numéro 880377494 00039, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926737-801","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","DU COTE DE CHEZ SOI","https://fr.kompass.com/c/du-cote-de-chez-soi/fra06596b/","DU COTE DE CHEZ SOI","2 CHE DES PLANCHES","2 CHE DES PLANCHES 

	                
	        14480 PONTS SUR SEULLES","null","2019","SAS, société par actions simplifiée","null","La compagnie DU COTE DE CHEZ SOI, est localisée au 2 CHE DES PLANCHES à Ponts Sur Seulles (14480) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous l'enregistrement 879729135 00019, recensée sous le naf : 

► Programmation informatique.



La société DU COTE DE CHEZ SOI est dirigée par Eric Barbe (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926659-775","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","ORZ CONSULTING","https://fr.kompass.com/c/orz-consulting/fra05l32r/","ORZ CONSULTING","14 AV DE CREULLY 

	                LES OMBRAGES 3","14 AV DE CREULLY 

	                LES OMBRAGES 3 

	                
	        14000 CAEN","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","La société ORZ CONSULTING, est localisée au 14 AV DE CREULLY à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous le numéro 851995373 00012, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société ORZ CONSULTING est dirigée par Olivier Revuz (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926791-819","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","MYNFTLAB","https://fr.kompass.com/c/mynftlab/fra07vksp/","MYNFTLAB","17 RUE DE BERNIERES","17 RUE DE BERNIERES 

	                
	        14000 CAEN","null","2021","SAS, société par actions simplifiée","null","La société MYNFTLAB, est installée au 17 RUE DE BERNIERES à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous l'enregistrement 899376842 00014, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926764-810","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","CURSEHOSTING","https://fr.kompass.com/c/cursehosting/fra063mbr/","CURSEHOSTING","202 CHE DE LA MARE TANTET","202 CHE DE LA MARE TANTET 

	                
	        14130 SAINT-HYMER","null","2019","Association déclarée","null","L'Association CURSEHOSTING est implantée au 202 CHE DE LA MARE TANTET à Saint-hymer (14130) dans le département du Calvados.



Cette association loi 1901 ou assimilé fondée en 2019 sous l'enregistrement 879313492 00016, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641926830-832","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","SERVICES COMPARE","https://fr.kompass.com/c/services-compare/fra06dd5q/","SERVICES COMPARE","7 RUE ALFRED KASTLER","7 RUE ALFRED KASTLER 

	                
	        14000 CAEN","null","2020","SAS, société par actions simplifiée","null","La société SERVICES COMPARE, est implantée au 7 RUE ALFRED KASTLER à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2020(SIRET : 882292410 00017), recensée sous le naf : 

► Edition de logiciels système et de réseau.



La société SERVICES COMPARE est dirigée par Paul HOLDING (Président)","Édition de logiciels système et de réseau (5829A)
				Voir la classification Kompass"
"1641926797-821","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","RMAN SYNC","https://fr.kompass.com/c/rman-sync/fra05psjf/","RMAN SYNC","1 RUE DE BRUXELLES","1 RUE DE BRUXELLES 

	                
	        14120 MONDEVILLE","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie RMAN SYNC, est installée au 1 RUE DE BRUXELLES à Mondeville (14120) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 ayant comme SIRET le numéro 853322469 00018, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société RMAN SYNC est dirigée par Marc Malmaison (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926671-779","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M MARC ROSO","https://fr.kompass.com/c/m-marc-roso/fra06avs3/","M MARC ROSO","32 RUE D ALENCON","32 RUE D ALENCON 

	                
	        14100 LISIEUX","null","2020","Profession libérale","null","M MARC ROSO, est installé au 32 RUE D ALENCON à Lisieux (14100) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 sous l'enregistrement 881524383 00018, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926827-831","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M GUILLAUME LE CORRE","https://fr.kompass.com/c/m-guillaume-le-corre/fra06jb72/","M GUILLAUME LE CORRE","26 RUE DU 4EME DORSET","26 RUE DU 4EME DORSET 

	                
	        14930 ETERVILLE","null","2020","Profession libérale","null","M GUILLAUME LE CORRE, est installé au 26 RUE DU 4EME DORSET à Eterville (14930) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 sous l'enregistrement 883503765 00017, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926788-818","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M NICOLAS LEBOUCHER","https://fr.kompass.com/c/m-nicolas-leboucher/fra06dsb3/","M NICOLAS LEBOUCHER","4 PL DES EDELWEISS","4 PL DES EDELWEISS 

	                
	        14840 DEMOUVILLE","null","2020","Artisan-commerçant","null","L'entreprise M NICOLAS LEBOUCHER, est localisée au 4 PL DES EDELWEISS à Demouville (14840) dans le département du Calvados.



Cet artisan-commerçant fondé en 2020 sous l'enregistrement 882396625 00015, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641926680-782","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","ACTIVEMOTION-FILES","https://fr.kompass.com/c/activemotion-files/fra05q9w1/","ACTIVEMOTION-FILES","12 RUE DU ROCREUX","12 RUE DU ROCREUX 

	                
	        14610 BASLY","null","2019","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie ACTIVEMOTION-FILES, est implantée au 12 RUE DU ROCREUX à Basly (14610) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2019 ayant comme SIRET le numéro 853478220 00017, recensée sous le naf : 

► Programmation informatique.



La société ACTIVEMOTION-FILES est dirigée par Karen Thomas (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926752-806","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M JEAN-MICHEL HERVIEU","https://fr.kompass.com/c/m-jean-michel-hervieu/fra06pvtl/","M JEAN-MICHEL HERVIEU","30 RUE DES CHANOINES","30 RUE DES CHANOINES 

	                
	        14000 CAEN","null","2020","Profession libérale","null","M JEAN-MICHEL HERVIEU, est installé au 30 RUE DES CHANOINES à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 ayant comme SIRET le numéro 885119776 00015, recensée sous le naf : 

► Tierce maintenance de systèmes et d'applications informatiques.","Tierce maintenance de systèmes et d’applications informatiques (6202B)
				Voir la classification Kompass"
"1641926668-778","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","M EMMANUEL GUILLARD","https://fr.kompass.com/c/m-emmanuel-guillard/fra06f7md/","M EMMANUEL GUILLARD","LD LE DOUETIL","LD LE DOUETIL 

	                
	        14490 CASTILLON","https://www.ouestit.fr","2020","Profession libérale","Non renseigné","Ouest-IT Expert informatique au service des entreprises normandes à Caen ou Saint Lô

 vous accompagne dans la réalisation de vos projets informatiques 

 sur les domaines logiciel, décisionnel et communication.

 

 15 ans d'expèrience dans les secteurs Industriels et Banque-Finance sur des projets de toute nature

 ont permis de développer une expertise dans la gestion des projets informatiques.

 

 Ouest-IT vous propose d'identifier les opportunités qui se présentent à vous puis réfléchit à des solutions adaptées à votre entreprise.

 L'étude est offerte. Elle s'appuie sur un premier rendez-vous afin d'aborder votre fonctionement actuel et les problématiques que vous rencontrez. Suite à cette étude, plusieurs solutions vous sont proposées avec les conditions de mise en oeuvre. 

 En cas d'accord, la collaboration avec votre entreprise a lieu, dans le but de vous satisfaire.

 

 Contactez-nous : https://www.ouestit.fr","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926746-804","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","CYBER DOWS","https://fr.kompass.com/c/cyber-dows/fra05wz1j/","CYBER DOWS","15 RUE LOUIS LACHENAL","15 RUE LOUIS LACHENAL 

	                
	        14000 CAEN","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","La société CYBER DOWS, est installée au 15 RUE LOUIS LACHENAL à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 ayant comme SIRET le numéro 878526235 00014, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société CYBER DOWS est dirigée par Sandy Teuira (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926632-766","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","ACSIMA, ACSIMA (AUDIT CONSEIL ET SOLUTIONS INFORMATIQUES POUR LES METIERS DE L'AUTOMOBILE)","https://fr.kompass.com/c/acsima/fra059qtg/","ACSIMA
                                    AUDIT CONSEIL ET SOLUTIONS INFORMATIQUES POUR LES METIERS DE L'AUTOMOBILE","1131 RUE LEON FOUCAULT","1131 RUE LEON FOUCAULT 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2019","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société ACSIMA(ACSIMA), est localisée au 1131 RUE LEON FOUCAULT à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2019 ayant comme SIRET le numéro 849518287 00016, recensée sous le naf : 

► Autres activités informatiques.



La société ACSIMA est dirigée par Jaouad Sadouki (Gérant)","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641926701-789","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","YOUSERVEURS","https://fr.kompass.com/c/youserveurs/fra05zx5v/","YOUSERVEURS","2 RUE JEAN SEBASTIEN BACH","2 RUE JEAN SEBASTIEN BACH 

	                
	        14100 LISIEUX","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","La société YOUSERVEURS, est implantée au 2 RUE JEAN SEBASTIEN BACH à Lisieux (14100) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous le numéro 878925080 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société YOUSERVEURS est dirigée par Mehdi Jlassi (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926728-798","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","HYPNOTIDOO","https://fr.kompass.com/c/hypnotidoo/fra066dmq/","HYPNOTIDOO","2 CHE DES COTEAUX","2 CHE DES COTEAUX 

	                
	        14123 FLEURY-SUR-ORNE","null","2019","SAS, société par actions simplifiée","null","L'entreprise HYPNOTIDOO, est implantée au 2 CHE DES COTEAUX à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 ayant comme SIRET le numéro 880174503 00016, recensée sous le naf : 

► Edition de logiciels applicatifs.



La société HYPNOTIDOO est dirigée par Hector Bienvenu (Président)","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641926647-771","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","EZIM","https://fr.kompass.com/c/ezim/fra07cc2w/","EZIM","850 CHE DU VAL MARIN 

	                PARC DE LANGRINIERE","850 CHE DU VAL MARIN 

	                PARC DE LANGRINIERE 

	                
	        14800 TOURGEVILLE","null","2021","Société à responsabilité limitée (sans autre indication)","null","L'entreprise EZIM, est installée au 850 CHE DU VAL MARIN à Tourgeville (14800) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2021 sous l'enregistrement 892791062 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société EZIM est dirigée par Emmanuel Manzotti (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641926704-790","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","AGAFUTUR","https://fr.kompass.com/c/agafutur/fra05l7hn/","AGAFUTUR","43 AV DE L'HIPPODROME","43 AV DE L'HIPPODROME 

	                
	        14390 CABOURG","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie AGAFUTUR, est implantée au 43 AV DE L'HIPPODROME à Cabourg (14390) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous le numéro 852083187 00017, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926761-809","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","MD DATA FLOW","https://fr.kompass.com/c/md-data-flow/fra07fqwx/","MD DATA FLOW","646 RTE DES DIGUES","646 RTE DES DIGUES 

	                
	        14123 FLEURY-SUR-ORNE","null","2021","SAS, société par actions simplifiée","null","La compagnie MD DATA FLOW, est implantée au 646 RTE DES DIGUES à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous le numéro 893580100 00012, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société MD DATA FLOW est dirigée par Antoine Lapôtre (Président)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641926833-833","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","AGENCE SPS WEB","https://fr.kompass.com/c/agence-sps-web/fra06ppf7/","AGENCE SPS WEB","15 RUE HENRY CHERON","15 RUE HENRY CHERON 

	                
	        14100 LISIEUX","null","2020","Société à responsabilité limitée (sans autre indication)","null","La compagnie AGENCE SPS WEB, est installée au 15 RUE HENRY CHERON à Lisieux (14100) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2020 sous le numéro 885040923 00025, recensée sous le naf : 

► Programmation informatique.



La société AGENCE SPS WEB est dirigée par Samuel Fromage (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641926809-825","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-4/","LITTLE CHAMAN","https://fr.kompass.com/c/little-chaman/fra06fq8m/","LITTLE CHAMAN","3 PL JEAN NOUZILLE 

	                ESPACE CONQUERANT","3 PL JEAN NOUZILLE 

	                ESPACE CONQUERANT 

	                
	        14000 CAEN","null","2020","SAS, société par actions simplifiée","null","La société LITTLE CHAMAN, est localisée au 3 PL JEAN NOUZILLE à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2020 sous l'enregistrement 882667314 00026, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société LITTLE CHAMAN est dirigée par Joël Chadet (Président)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
