web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641931172-1306","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M THIERRY TACNET","https://fr.kompass.com/c/m-thierry-tacnet/fr1329217/","M THIERRY TACNET","CHE DE BEAUVAIS","CHE DE BEAUVAIS 

	                
	        14400 VAUX-SUR-AURE","null","2004","Profession libérale","De 0 à 9 employés","M THIERRY TACNET, est installé à Vaux-sur-aure (CHE DE BEAUVAIS) dans le département du Calvados.



Cette société est une profession libérale fondée en 2004(SIRET : 321613812 00049), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931232-1326","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M VINCENT FOUILLET","https://fr.kompass.com/c/m-vincent-fouillet/fra00oo4z/","M VINCENT FOUILLET","LA CROIX MAILLARD","LA CROIX MAILLARD 

	                
	        14590 MOYAUX","null","2012","Profession libérale","De 0 à 9 employés","M VINCENT FOUILLET, est installé à Moyaux (LA CROIX MAILLARD) dans le département du Calvados.



Cette société est une profession libérale fondée en 2012(SIRET : 789350501 00019), recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641931124-1290","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M AHUKA FAMBA","https://fr.kompass.com/c/m-ahuka-famba/fr1536031/","M AHUKA FAMBA","4 RUE DE LA MUTUALITE","4 RUE DE LA MUTUALITE 

	                
	        14000 CAEN","null","1993","Artisan-commerçant","De 0 à 9 employés","L'entreprise M AHUKA FAMBA, est implantée au 4 RUE DE LA MUTUALITE à Caen (14000) dans le département du Calvados.



Cet artisan-commerçant fondé en 1993 sous le numéro 393386719 00024, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931073-1273","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M OMAR ZIOUECHE","https://fr.kompass.com/c/m-omar-zioueche/fr1097304/","M OMAR ZIOUECHE","5 RUE MONTCALM","5 RUE MONTCALM 

	                
	        14000 CAEN","null","2013","Profession libérale","De 0 à 9 employés","M OMAR ZIOUECHE, est installé au 5 RUE MONTCALM à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2013 sous le numéro 798294096 00010, recensée sous le naf : 

► Tierce maintenance de systèmes et d'applications informatiques.","Tierce maintenance de systèmes et d’applications informatiques (6202B)
				Voir la classification Kompass"
"1641931203-1316","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M SEBASTIEN MARCONNOT","https://fr.kompass.com/c/m-sebastien-marconnot/fra00ea1g/","M SEBASTIEN MARCONNOT","15 RUE NICOLAS COPERNIC","15 RUE NICOLAS COPERNIC 

	                
	        14370 ARGENCES","null","2009","Artisan-commerçant","De 0 à 9 employés","L'entreprise M SEBASTIEN MARCONNOT, est localisée au 15 RUE NICOLAS COPERNIC à Argences (14370) dans le département du Calvados.



Cet artisan-commerçant fondé en 2009(SIRET : 510177470 00026), est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931107-1284","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M CHRISTOPHE REGNIER","https://fr.kompass.com/c/m-christophe-regnier/fra01msdd/","M CHRISTOPHE REGNIER","12 RUE GENERAL MOREL","12 RUE GENERAL MOREL 

	                
	        14112 BIEVILLE-BEUVILLE","null","2016","Profession libérale","De 0 à 9 employés","M CHRISTOPHE REGNIER, est installé au 12 RUE GENERAL MOREL à Bieville-beuville (14112) dans le département du Calvados.



Cette société est une profession libérale fondée en 2016 sous le numéro 818303117 00019, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931157-1301","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","KUPERBERG DATABASE CONSULTING, KDBC","https://fr.kompass.com/c/kuperberg-database-consulting/fr0291913/","KUPERBERG DATABASE CONSULTING","RTE DE MOYAUX 

	                LE PETIT PRE","RTE DE MOYAUX 

	                LE PETIT PRE 

	                
	        14130 SAINT-PHILBERT-DES-CHAMPS","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie KUPERBERG DATABASE CONSULTING(KDBC), est implantée à Saint-philbert-des-champs (RTE DE MOYAUX) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 sous le numéro 449795335 00024, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société KUPERBERG DATABASE CONSULTING est dirigée par Eric Kuperberg (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931235-1327","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","GILBERT SERVICES","https://fr.kompass.com/c/gilbert-services/fra00oqfx/","GILBERT SERVICES","AV DU GEN DE GAULLE","AV DU GEN DE GAULLE 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2012","Société à responsabilité limitée (sans autre indication)","De 20 à 49 employés","La compagnie GILBERT SERVICES, est installée à Herouville-saint-clair (AV DU GEN DE GAULLE) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2012 sous le numéro 790154785 00014, recensée sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.



La société GILBERT SERVICES est dirigée par Cédric Batteur (Gérant)","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931067-1271","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","DIESNIS INTERACTIVE","https://fr.kompass.com/c/diesnis-interactive/fr3588170/","DIESNIS INTERACTIVE","3 RUE DE LA CHAPELLE","3 RUE DE LA CHAPELLE 

	                
	        14540 SOLIERS","null","2004","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société DIESNIS INTERACTIVE, est localisée au 3 RUE DE LA CHAPELLE à Soliers (14540) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2004 ayant comme SIRET le numéro 454040312 00018, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société DIESNIS INTERACTIVE est dirigée par Ludovic Diesnis (Gérant)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641931149-1298","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","DISCOTHEKA SARL","https://fr.kompass.com/c/discotheka-sarl/fr5785302/","DISCOTHEKA SARL","26 AV DE THIES 

	                PERICENTRE III","26 AV DE THIES 

	                PERICENTRE III 

	                
	        14000 CAEN","null","2008","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société DISCOTHEKA SARL, est installée au 26 AV DE THIES à Caen (14000) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2008(SIRET : 504298571 00028), recensée sous le naf : 

► Programmation informatique.



La société DISCOTHEKA SARL est dirigée par Dolaur Crozon Cazin Caboupe (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931028-1258","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","INGELISTIC","https://fr.kompass.com/c/ingelistic/fr4279508/","INGELISTIC","11 RUE ALFRED KASTLER","11 RUE ALFRED KASTLER 

	                
	        14000 CAEN","null","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie INGELISTIC, est implantée au 11 RUE ALFRED KASTLER à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2014(SIRET : 803675685 00017), recensée sous le naf : 

► Programmation informatique.



La société INGELISTIC est dirigée par Cyril Deflesselles (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931226-1324","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M OLIVIER VAUVRECY","https://fr.kompass.com/c/m-olivier-vauvrecy/fr2896023/","M OLIVIER VAUVRECY","31 RUE DE L'EGLISE SAINT OUEN","31 RUE DE L'EGLISE SAINT OUEN 

	                
	        14980 ROTS","null","2000","Profession libérale","De 0 à 9 employés","M OLIVIER VAUVRECY, est installé au 31 RUE DE L'EGLISE SAINT OUEN à Rots (14980) dans le département du Calvados.



Cette société est une profession libérale fondée en 2000 sous le numéro 429384969 00011, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931134-1293","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M FREDERIC LEMOIGNE","https://fr.kompass.com/c/m-frederic-lemoigne/fr3819878/","M FREDERIC LEMOIGNE","33 RUE SAINT NORBERT","33 RUE SAINT NORBERT 

	                
	        14000 CAEN","null","2002","Profession libérale","De 0 à 9 employés","M FREDERIC LEMOIGNE, est installé au 33 RUE SAINT NORBERT à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2002 ayant comme SIRET le numéro 441159035 00043, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931088-1278","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M PATRICK JEUNESSE","https://fr.kompass.com/c/m-patrick-jeunesse/fr1589714/","M PATRICK JEUNESSE","7 RUE DU VIVIER","7 RUE DU VIVIER 

	                
	        14780 LION-SUR-MER","null","1987","Profession libérale","De 0 à 9 employés","M PATRICK JEUNESSE, est installé au 7 RUE DU VIVIER à Lion-sur-mer (14780) dans le département du Calvados.



Cette société est une profession libérale fondée en 1987 ayant comme SIRET le numéro 340777119 00025, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931166-1304","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","ABCBOURSE","https://fr.kompass.com/c/abcbourse/fr0374841/","ABCBOURSE","11 BD DES SPORTS","11 BD DES SPORTS 

	                
	        14800 DEAUVILLE","http://www.abcbourse.com","2005","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise ABCBOURSE, est implantée au 11 BD DES SPORTS à Deauville (14800) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2005 sous le numéro 487466385 00019, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société ABCBOURSE est dirigée par Pierre Jean Babel (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931223-1323","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","THOMAS FRANCOIS EUGENE DIT PIERREGINE (M Thomas FRANCOIS-EUGENE DIT PIERREGINE )","https://fr.kompass.com/c/thomas-francois-eugene-dit-pierregine/fr3777790/","THOMAS FRANCOIS EUGENE DIT PIERREGINE
                                    M Thomas FRANCOIS-EUGENE DIT PIERREGINE","57 RUE DE BEAULIEU 

	                APPARTEMENT 137","57 RUE DE BEAULIEU 

	                APPARTEMENT 137 

	                
	        14000 CAEN","null","2014","Profession libérale","De 0 à 9 employés","THOMAS FRANCOIS EUGENE DIT PIERREGINE, est installé au 57 RUE DE BEAULIEU à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous le numéro 801174806 00019, recensée sous le naf : 

► Portails Internet.","Portails Internet (6312Z)
				Voir la classification Kompass"
"1641931241-1329","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","AGELIOS","https://fr.kompass.com/c/agelios/fr5212118/","AGELIOS","11 LA RUE 

	                LA FERRIERE AU DOYEN","11 LA RUE 

	                LA FERRIERE AU DOYEN 

	                
	        14350 SOULEUVRE EN BOCAGE","http://www.agelios.fr","2007","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société AGELIOS, est installée au 11 LA RUE à Souleuvre En Bocage (14350) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2007 sous l'enregistrement 501143721 00014, recensée sous le naf : 

► Edition de logiciels applicatifs.



La société AGELIOS est dirigée par Damien Simon (Gérant)","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931034-1260","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","L'IMPORTANT C'EST VOUS.NET, LCV NET","https://fr.kompass.com/c/l-important-c-est-vous-net/fr0854125/","L'IMPORTANT C'EST VOUS.NET","23 RUE DE BRETAGNE","23 RUE DE BRETAGNE 

	                
	        14000 CAEN","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie L'IMPORTANT C'EST VOUS.NET(LCV NET), est localisée au 23 RUE DE BRETAGNE à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 sous l'enregistrement 448656066 00025, recensée sous le naf : 

► Edition de logiciels applicatifs.



La société L'IMPORTANT C'EST VOUS.NET est dirigée par Henri Paturel (Gérant)","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931211-1319","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","AXILENE","https://fr.kompass.com/c/axilene/fr0939555/","AXILENE","8 RUE DES MOISSONS","8 RUE DES MOISSONS 

	                
	        14930 MALTOT","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie AXILENE, est implantée au 8 RUE DES MOISSONS à Maltot (14930) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 ayant comme SIRET le numéro 448428706 00031, recensée sous le naf : 

► Autres activités informatiques.



La société AXILENE est dirigée par Jérémie Georget (Gérant)","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641931061-1269","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M SAEID KOKABI","https://fr.kompass.com/c/m-saeid-kokabi/fra0256z7/","M SAEID KOKABI","24 RUE DEMOLOMBE","24 RUE DEMOLOMBE 

	                
	        14000 CAEN","null","2016","Artisan-commerçant","De 0 à 9 employés","L'entreprise M SAEID KOKABI, est localisée au 24 RUE DEMOLOMBE à Caen (14000) dans le département du Calvados.



Cet artisan-commerçant fondé en 2016 sous le numéro 822599338 00016, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931119-1288","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","MEDIATHEQUE REGIONALE BASSE NORMANDIE","https://fr.kompass.com/c/mediatheque-regionale-basse-normandie/fr8866369/","MEDIATHEQUE REGIONALE BASSE NORMANDIE","ESP JEAN MARIE LOUVEL","ESP JEAN MARIE LOUVEL 

	                
	        14000 CAEN","null","1984","Association déclarée","De 0 à 9 employés","L'Association MEDIATHEQUE REGIONALE BASSE NORMANDIE est localisée à Caen (ESP JEAN MARIE LOUVEL) dans le département du Calvados.



Cette association loi 1901 ou assimilé fondée en 1984(SIRET : 334065695 00010), recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641931170-1305","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M FABIEN LEROY","https://fr.kompass.com/c/m-fabien-leroy/fr4311323/","M FABIEN LEROY","4 RUE NOTRE DAME TRAVAILLEURS 

	                PREMIERE MAISON","4 RUE NOTRE DAME TRAVAILLEURS 

	                PREMIERE MAISON 

	                
	        14120 MONDEVILLE","null","2010","Profession libérale","De 0 à 9 employés","M FABIEN LEROY, est installé au 4 RUE NOTRE DAME TRAVAILLEURS à Mondeville (14120) dans le département du Calvados.



Cette société est une profession libérale fondée en 2010 sous le numéro 523596195 00025, recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641931031-1259","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","MADAME MARIAMA DIABY","https://fr.kompass.com/c/madame-mariama-diaby/fra01mwfk/","MADAME MARIAMA DIABY","8 ALL DU ROUGE GORGE 

	                APPARTEMENT 35 , 2EME ETAGE","8 ALL DU ROUGE GORGE 

	                APPARTEMENT 35 , 2EME ETAGE 

	                
	        14000 CAEN","null","2015","Profession libérale","De 0 à 9 employés","MADAME MARIAMA DIABY, est installée au 8 ALL DU ROUGE GORGE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2015 sous le numéro 814599759 00010, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931199-1315","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","112 INFORMATIQUE","https://fr.kompass.com/c/112-informatique/fra03d8ca/","112 INFORMATIQUE","25 RUE DE LA HAIE VIGNE","25 RUE DE LA HAIE VIGNE 

	                
	        14000 CAEN","null","2006","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société 112 INFORMATIQUE, est implantée au 25 RUE DE LA HAIE VIGNE à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2006 sous l'enregistrement 833519234 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931046-1264","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M VIANNEY THUROTTE","https://fr.kompass.com/c/m-vianney-thurotte/fra00lfyu/","M VIANNEY THUROTTE","18 RUE DE LA RESISTANCE","18 RUE DE LA RESISTANCE 

	                
	        14540 SOLIERS","null","2011","Profession libérale","De 0 à 9 employés","M VIANNEY THUROTTE, est installé au 18 RUE DE LA RESISTANCE à Soliers (14540) dans le département du Calvados.



Cette société est une profession libérale fondée en 2011(SIRET : 533209888 00015), recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641931220-1322","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","ADDCLIC.COM","https://fr.kompass.com/c/addclic-com/fr0286659/","ADDCLIC.COM","97 RUE DE LA FONTAINE","97 RUE DE LA FONTAINE 

	                
	        14530 LUC-SUR-MER","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","L'entreprise ADDCLIC.COM, est localisée au 97 RUE DE LA FONTAINE à Luc-sur-mer (14530) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 ayant comme SIRET le numéro 448387738 00058, recensée sous le naf : 

► Programmation informatique.



La société ADDCLIC.COM est dirigée par Pierre Rondelli (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931019-1255","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-10/","M LUDOVIC LUDOVIC LECOQ","https://fr.kompass.com/c/m-ludovic-ludovic-lecoq/fr9740612/","M LUDOVIC LUDOVIC LECOQ","6 RUE DU CHANOINE LAISNE 

	                APPARTEMENT 854","6 RUE DU CHANOINE LAISNE 

	                APPARTEMENT 854 

	                
	        14800 DEAUVILLE","null","2012","Profession libérale","De 0 à 9 employés","M LUDOVIC LUDOVIC LECOQ, est installé au 6 RUE DU CHANOINE LAISNE à Deauville (14800) dans le département du Calvados.



Cette société est une profession libérale fondée en 2012 sous l'enregistrement 789502705 00013, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
