web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641931426-1373","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","CEGEDIM SANTE, ABREVIATION CHS","https://fr.kompass.com/c/cegedim-sante/fra08mqd0/","CEGEDIM SANTE","1280 RUE D EPRON","1280 RUE D EPRON 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2021","SAS, société par actions simplifiée","null","La société CEGEDIM SANTE(ABREVIATION CHS), est localisée au 1280 RUE D EPRON à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous le numéro 348940255 00063, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931372-1355","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","DGI-SYSTEM","https://fr.kompass.com/c/dgi-system/fra07ks6q/","DGI-SYSTEM","2 RUE DE L INDUSTRIE","2 RUE DE L INDUSTRIE 

	                
	        14123 CORMELLES-LE-ROYAL","null","2021","SAS, société par actions simplifiée","null","L'entreprise DGI-SYSTEM, est localisée au 2 RUE DE L INDUSTRIE à Cormelles-le-royal (14123) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021(SIRET : 507533594 00028), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société DGI-SYSTEM est dirigée par Eric Boisnard (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931510-1401","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","SRINSIGHT","https://fr.kompass.com/c/srinsight/fr9715112/","SRINSIGHT","61 RTE D ORBEC","61 RTE D ORBEC 

	                
	        14100 LISIEUX","null","2012","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise SRINSIGHT, est installée au 61 RTE D ORBEC à Lisieux (14100) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2012 sous l'enregistrement 753939826 00024, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société SRINSIGHT est dirigée par Sébastien Rolo (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931468-1387","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M SEBASTIEN THOUEILLE","https://fr.kompass.com/c/m-sebastien-thoueille/fra009vvt/","M SEBASTIEN THOUEILLE","28 RUE DE LA VIRE","28 RUE DE LA VIRE 

	                
	        14000 CAEN","null","2000","Profession libérale","De 0 à 9 employés","M SEBASTIEN THOUEILLE, est installé au 28 RUE DE LA VIRE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2000(SIRET : 433494762 00050), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931477-1390","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","LEXOWARE","https://fr.kompass.com/c/lexoware/fr3527324/","LEXOWARE","2 RUE JEAN PERRIN 

	                PLUG N'WORK - CAMPUS EFFISCIENCE","2 RUE JEAN PERRIN 

	                PLUG N'WORK - CAMPUS EFFISCIENCE 

	                
	        14460 COLOMBELLES","null","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société LEXOWARE, est localisée au 2 RUE JEAN PERRIN à Colombelles (14460) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2014 ayant comme SIRET le numéro 800331217 00011, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société LEXOWARE est dirigée par Cédric Boudy (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931378-1357","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","SOCIETE POUR INFORMATIQUE INDUSTRIELLE, SII (SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE)","https://fr.kompass.com/c/societe-pour-informatique-industrielle/fra07p2j9/","SOCIETE POUR INFORMATIQUE INDUSTRIELLE
                                    SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE","14 RUE MARTIN LUTHER KING","14 RUE MARTIN LUTHER KING 

	                
	        14280 SAINT-CONTEST","null","2020","SA à conseil d'administration (s.a.i.)","null","La société SOCIETE POUR INFORMATIQUE INDUSTRIELLE(SII), est installée au 14 RUE MARTIN LUTHER KING à Saint-contest (14280) dans le département du Calvados.



Cette société est une société anonyme à conseil d'administration fondée en 2020 ayant comme SIRET le numéro 315000943 00847, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société SOCIETE POUR INFORMATIQUE INDUSTRIELLE est dirigée par Bernard Huve (Président du conseil de surveillance)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931321-1338","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","BFORBIZ","https://fr.kompass.com/c/bforbiz/fra06c91w/","BFORBIZ","18 RUE DU QUADRANT","18 RUE DU QUADRANT 

	                
	        14123 FLEURY-SUR-ORNE","null","2019","SAS, société par actions simplifiée","null","La société BFORBIZ, est installée au 18 RUE DU QUADRANT à Fleury-sur-orne (14123) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous le numéro 789626991 00119, recensée sous le naf : 

► Programmation informatique.



La société BFORBIZ est dirigée par Arnaud Delisee (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931405-1366","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","IT BUBBLY","https://fr.kompass.com/c/it-bubbly/fra08qq3s/","IT BUBBLY","21 RUE DEMOLOMBE","21 RUE DEMOLOMBE 

	                
	        14000 CAEN","null","2021","SAS, société par actions simplifiée","Non renseigné","L'entreprise IT BUBBLY, est implantée au 21 RUE DEMOLOMBE à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous l'enregistrement 803619675 00058, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931525-1406","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M DAVID MANSON","https://fr.kompass.com/c/m-david-manson/fra00h3ro/","M DAVID MANSON","19 RUE DU TOUR DE TERRE 

	                APT 12","19 RUE DU TOUR DE TERRE 

	                APT 12 

	                
	        14000 CAEN","null","2010","Profession libérale","De 0 à 9 employés","M DAVID MANSON, est installé au 19 RUE DU TOUR DE TERRE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2010 sous l'enregistrement 519765119 00036, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931471-1388","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M JEROME CHARRIAUD (ICARUS DIGITAL)","https://fr.kompass.com/c/m-jerome-charriaud/fr3459238/","M JEROME CHARRIAUD
                                    ICARUS DIGITAL","36 RUE SAINT LOUP","36 RUE SAINT LOUP 

	                
	        14400 BAYEUX","null","2014","Profession libérale","De 0 à 9 employés","M JEROME CHARRIAUD, est installé au 36 RUE SAINT LOUP à Bayeux (14400) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous le numéro 800201725 00010, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931465-1386","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M ARNAUD PINCEMIN","https://fr.kompass.com/c/m-arnaud-pincemin/fra00m31f/","M ARNAUD PINCEMIN","1105 RTE MONCEAUX","1105 RTE MONCEAUX 

	                
	        14140 MEZIDON VALLEE D'AUGE","null","2011","Profession libérale","De 0 à 9 employés","M ARNAUD PINCEMIN, est installé au 1105 RTE MONCEAUX à Mezidon Vallee D'auge (14140) dans le département du Calvados.



Cette société est une profession libérale fondée en 2011 sous l'enregistrement 534922216 00039, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931429-1374","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","CITIMA","https://fr.kompass.com/c/citima/fra08pmm5/","CITIMA","100 RUE SAINT PIERRE","100 RUE SAINT PIERRE 

	                
	        14000 CAEN","null","2021","SAS, société par actions simplifiée","null","La société CITIMA, est localisée au 100 RUE SAINT PIERRE à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 ayant comme SIRET le numéro 844190553 00058, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931354-1349","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","DIGIVET","https://fr.kompass.com/c/digivet/fra07nwbn/","DIGIVET","2 AV DE CAMBRIDGE","2 AV DE CAMBRIDGE 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2021","SAS, société par actions simplifiée","null","La compagnie DIGIVET, est installée au 2 AV DE CAMBRIDGE à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous le numéro 514836196 00055, recensée sous le naf : 

► Edition de logiciels applicatifs.","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931498-1397","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","SALIENT-DB","https://fr.kompass.com/c/salient-db/fra02cvmr/","SALIENT-DB","17 RUE HAMELIN","17 RUE HAMELIN 

	                
	        14130 PONT L'EVEQUE","null","2016","SAS, société par actions simplifiée","De 0 à 9 employés","La société SALIENT-DB, est installée au 17 RUE HAMELIN à Pont L'eveque (14130) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2016(SIRET : 824675417 00011), recensée sous le naf : 

► Programmation informatique.



La société SALIENT-DB est dirigée par Bernard Houel (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931312-1335","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M JULIEN ROGER","https://fr.kompass.com/c/m-julien-roger/fra0775c9/","M JULIEN ROGER","13 CHE CHEMIN DU LAVOIR","13 CHE CHEMIN DU LAVOIR 

	                
	        14270 OUEZY","null","2020","Profession libérale","null","M JULIEN ROGER, est installé au 13 CHE CHEMIN DU LAVOIR à Ouezy (14270) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 ayant comme SIRET le numéro 798512455 00022, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931507-1400","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","GOOSSING TELECOM SAS, GTS (GOSSING TELECOM)","https://fr.kompass.com/c/goossing-telecom-sas/fr6583671/","GOOSSING TELECOM SAS
                                    GOSSING TELECOM","RTE DE SERMENTOT 

	                LE HEUSSEY","RTE DE SERMENTOT 

	                LE HEUSSEY 

	                
	        14250 SAINT-VAAST-SUR-SEULLES","null","2009","SAS, société par actions simplifiée","De 0 à 9 employés","La société GOOSSING TELECOM SAS(GTS), est implantée à Saint-vaast-sur-seulles (RTE DE SERMENTOT) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2009 sous le numéro 519022321 00029, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société GOOSSING TELECOM SAS est dirigée par Franck Guerin (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931486-1393","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M GUILLAUME DUCLUZEAU","https://fr.kompass.com/c/m-guillaume-ducluzeau/fra0154d5/","M GUILLAUME DUCLUZEAU","43 RUE CLOS DES CHAMPS RABATS","43 RUE CLOS DES CHAMPS RABATS 

	                
	        14640 VILLERS-SUR-MER","null","2015","Profession libérale","De 0 à 9 employés","M GUILLAUME DUCLUZEAU, est installé au 43 RUE CLOS DES CHAMPS RABATS à Villers-sur-mer (14640) dans le département du Calvados.



Cette société est une profession libérale fondée en 2015(SIRET : 812021962 00012), recensée sous le naf : 

► Edition de logiciels applicatifs.","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931513-1402","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M ERICK SOUBLIN","https://fr.kompass.com/c/m-erick-soublin/fr3530653/","M ERICK SOUBLIN","LA VINCENDIERE","LA VINCENDIERE 

	                
	        14500 VIRE-NORMANDIE","http://www.des-info.com","2004","Profession libérale","De 0 à 9 employés","M ERICK SOUBLIN, est installé à Vire-normandie (LA VINCENDIERE) dans le département du Calvados.



Cette société est une profession libérale fondée en 2004 sous le numéro 452649403 00030, recensée sous le naf : 

► Edition de logiciels applicatifs.","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931480-1391","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M THOMAS LEMANISSIER","https://fr.kompass.com/c/m-thomas-lemanissier/fr4421697/","M THOMAS LEMANISSIER","1 RTE ROUTE DE GRAYE","1 RTE ROUTE DE GRAYE 

	                
	        14480 SAINTE-CROIX-SUR-MER","null","2014","Profession libérale","De 0 à 9 employés","M THOMAS LEMANISSIER, est installé au 1 RTE ROUTE DE GRAYE à Sainte-croix-sur-mer (14480) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014(SIRET : 804411973 00014), recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931306-1333","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","ECONOCOM INFOGERANCE SYSTEMES","https://fr.kompass.com/c/econocom-infogerance-systemes/fra05d5zl/","ECONOCOM INFOGERANCE SYSTEMES","10 RUE COLONEL REMY","10 RUE COLONEL REMY 

	                
	        14000 CAEN","null","2019","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise ECONOCOM INFOGERANCE SYSTEMES, est installée au 10 RUE COLONEL REMY à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2019 sous le numéro 844844092 00305, recensée sous le naf : 

► Gestion d'installations informatiques.



La société ECONOCOM INFOGERANCE SYSTEMES est dirigée par Eric Bazile (Président)","Gestion d'installations informatiques (6203Z)
				Voir la classification Kompass"
"1641931417-1370","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","IMAWEB FRANCE","https://fr.kompass.com/c/imaweb-france/fra0896k3/","IMAWEB FRANCE","4 LONGUE VUE DES ARCHITECTES","4 LONGUE VUE DES ARCHITECTES 

	                
	        14111 LOUVIGNY","null","2021","SAS, société par actions simplifiée","null","La compagnie IMAWEB FRANCE, est implantée au 4 LONGUE VUE DES ARCHITECTES à Louvigny (14111) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 sous l'enregistrement 853271153 00043, recensée sous le naf : 

► Edition de logiciels applicatifs.","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931522-1405","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M MICHEL DELAUNAY","https://fr.kompass.com/c/m-michel-delaunay/fra00g369/","M MICHEL DELAUNAY","22 LE PLAIN","22 LE PLAIN 

	                
	        14860 AMFREVILLE","null","2009","Artisan-commerçant","De 0 à 9 employés","L'entreprise M MICHEL DELAUNAY, est implantée au 22 LE PLAIN à Amfreville (14860) dans le département du Calvados.



Cet artisan-commerçant fondé en 2009 sous le numéro 515094316 00012, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931387-1360","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","SAMDOC MEDICAL TECHNOLOGIES","https://fr.kompass.com/c/samdoc-medical-technologies/fra07vfn1/","SAMDOC MEDICAL TECHNOLOGIES","9 RUE JEAN BAPTISTE COLBERT","9 RUE JEAN BAPTISTE COLBERT 

	                
	        14000 CAEN","null","2021","SAS, société par actions simplifiée","null","La compagnie SAMDOC MEDICAL TECHNOLOGIES, est installée au 9 RUE JEAN BAPTISTE COLBERT à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2021 ayant comme SIRET le numéro 878516814 00026, recensée sous le naf : 

► Programmation informatique.



La société SAMDOC MEDICAL TECHNOLOGIES est dirigée par Julien Lelandais (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931438-1377","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","FD APPS","https://fr.kompass.com/c/fd-apps/fra030p0l/","FD APPS","15 AV PIERRE MENDES FRANCE","15 AV PIERRE MENDES FRANCE 

	                
	        14000 CAEN","http://www.fdapps.fr","2017","Société à responsabilité limitée (sans autre indication)","De 10 à 19 employés","FD APPS est une société spécialisée dans l'édition et le développement d'applications mobiles pour les artisans, commerçants, TPE et PME. Propose des applications pour communiquer sur les événements, les promotions, les réductions accorder pour les clients, que ce soit pour la promotion de vos ventes ou pour écouler rapidement un stock.","Conseil pour les affaires et autres conseils de gestion (7022Z)
				Voir la classification Kompass"
"1641931309-1334","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M GUILLAUME HERNANDEZ","https://fr.kompass.com/c/m-guillaume-hernandez/fra077gda/","M GUILLAUME HERNANDEZ","6 RUE DES SORBIERS","6 RUE DES SORBIERS 

	                
	        14470 COURSEULLES-SUR-MER","null","2020","Profession libérale","null","M GUILLAUME HERNANDEZ, est installé au 6 RUE DES SORBIERS à Courseulles-sur-mer (14470) dans le département du Calvados.



Cette société est une profession libérale fondée en 2020 ayant comme SIRET le numéro 828176461 00022, recensée sous le naf : 

► Portails Internet.","Portails Internet (6312Z)
				Voir la classification Kompass"
"1641931531-1408","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","M PHILIPPE DURRANDE","https://fr.kompass.com/c/m-philippe-durrande/fr4732436/","M PHILIPPE DURRANDE","27 RUE DE LA FONTAINE","27 RUE DE LA FONTAINE 

	                
	        14530 LUC-SUR-MER","http://www.direct-i.fr","2006","Profession libérale","De 0 à 9 employés","M PHILIPPE DURRANDE, est installé au 27 RUE DE LA FONTAINE à Luc-sur-mer (14530) dans le département du Calvados.



Cette société est une profession libérale fondée en 2006 sous l'enregistrement 492959804 00013, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931459-1384","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-11/","AO CONCEPT","https://fr.kompass.com/c/ao-concept/fr5920495/","AO CONCEPT","2 RUE JEAN PERRIN 

	                INNOVAPARC A3","2 RUE JEAN PERRIN 

	                INNOVAPARC A3 

	                
	        14460 COLOMBELLES","http://www.aoconcept.com","2008","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise AO CONCEPT, est implantée au 2 RUE JEAN PERRIN à Colombelles (14460) dans le département du Calvados.



Cette TPE est une societé anonyme par actions simplifiées fondée en 2008 ayant comme SIRET le numéro 503396624 00036, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société AO CONCEPT est dirigée par Lahcen El Haddati (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
