web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641929970-1036","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MME SABRINA FOURDRINOY","https://fr.kompass.com/c/mme-sabrina-fourdrinoy/fr4109600/","MME SABRINA FOURDRINOY","5 RUE MACE","5 RUE MACE 

	                
	        14190 URVILLE","null","2014","Profession libérale","De 0 à 9 employés","MME SABRINA FOURDRINOY, est installée au 5 RUE MACE à Urville (14190) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous l'enregistrement 802687392 00018, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641930069-1069","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","TWELVE SOLUTIONS","https://fr.kompass.com/c/twelve-solutions/fr3034750/","TWELVE SOLUTIONS","149 RUE DE LA DELIVRANDE","149 RUE DE LA DELIVRANDE 

	                
	        14000 CAEN","null","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société TWELVE SOLUTIONS, est localisée au 149 RUE DE LA DELIVRANDE à Caen (14000) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2014 ayant comme SIRET le numéro 799781604 00027, recensée sous le naf : 

► Programmation informatique.



La société TWELVE SOLUTIONS est dirigée par Vincent Francoise (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641929925-1021","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MONSIEUR LAURENT LETELLIER","https://fr.kompass.com/c/monsieur-laurent-letellier/fra02vqfc/","MONSIEUR LAURENT LETELLIER","49 RUE DES FRERES LUMIERE","49 RUE DES FRERES LUMIERE 

	                
	        14000 CAEN","null","2017","Profession libérale","De 0 à 9 employés","MONSIEUR LAURENT LETELLIER, est installé au 49 RUE DES FRERES LUMIERE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2017 sous l'enregistrement 831281662 00021, recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641929988-1042","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","GETCLOTHER","https://fr.kompass.com/c/getclother/fra01bdtc/","GETCLOTHER","3681 RTE DE TOURNIERES","3681 RTE DE TOURNIERES 

	                
	        14330 LE MOLAY-LITTRY","null","2015","SAS, société par actions simplifiée","De 0 à 9 employés","La planification et la conception de systèmes informatiques intégrant les technologies du matériel des logiciels et des communications ainsi que la formation des utilisateurs concernés.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641930033-1057","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","REPAPHONE","https://fr.kompass.com/c/repaphone/fr4102076/","REPAPHONE","27 RUE MIRABEAU","27 RUE MIRABEAU 

	                
	        14800 DEAUVILLE","null","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société REPAPHONE, est implantée au 27 RUE MIRABEAU à Deauville (14800) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2014 ayant comme SIRET le numéro 802617837 00017, recensée sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.



La société REPAPHONE est dirigée par Adile Azmi (Gérant)","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641930111-1083","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M VINCENT LAFFEACH","https://fr.kompass.com/c/m-vincent-laffeach/fra017k2p/","M VINCENT LAFFEACH","LE BOIS DE LA COULINIERE","LE BOIS DE LA COULINIERE 

	                
	        14100 BEUVILLERS","http://www.prosta.fr","2015","Profession libérale","De 0 à 9 employés","M VINCENT LAFFEACH, est installé à Beuvillers (LE BOIS DE LA COULINIERE) dans le département du Calvados.



Cette société est une profession libérale fondée en 2015 sous le numéro 812649341 00029, recensée sous le naf : 

► Tierce maintenance de systèmes et d'applications informatiques.","Tierce maintenance de systèmes et d’applications informatiques (6202B)
				Voir la classification Kompass"
"1641930087-1075","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MONSIEUR LUDOVIC BADOUARD","https://fr.kompass.com/c/monsieur-ludovic-badouard/fr4216927/","MONSIEUR LUDOVIC BADOUARD","7 BD SAINTE ANNE","7 BD SAINTE ANNE 

	                
	        14100 LISIEUX","null","2014","Artisan-commerçant","De 0 à 9 employés","L'entreprise MONSIEUR LUDOVIC BADOUARD, est implantée au 7 BD SAINTE ANNE à Lisieux (14100) dans le département du Calvados.



Cet artisan-commerçant fondé en 2014 sous l'enregistrement 803245596 00017, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641929964-1034","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M MARC MOULIN","https://fr.kompass.com/c/m-marc-moulin/fra00isqf/","M MARC MOULIN","1 RUE DE LA REINE MATHILDE 

	                2EME ETAGE APPT 22","1 RUE DE LA REINE MATHILDE 

	                2EME ETAGE APPT 22 

	                
	        14800 TOUQUES","null","2010","Artisan-commerçant","De 0 à 9 employés","L'entreprise M MARC MOULIN, est installée au 1 RUE DE LA REINE MATHILDE à Touques (14800) dans le département du Calvados.



Cet artisan-commerçant fondé en 2010 sous l'enregistrement 524127594 00017, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641930084-1074","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M STEPHANE MAHIA (PCI-EXPRESS 14)","https://fr.kompass.com/c/m-stephane-mahia/fra00m81k/","M STEPHANE MAHIA
                                    PCI-EXPRESS 14","96 RUE DU GENERAL DE GAULLE","96 RUE DU GENERAL DE GAULLE 

	                
	        14160 DIVES-SUR-MER","null","2011","Artisan-commerçant","De 0 à 9 employés","L'entreprise M STEPHANE MAHIA, est localisée au 96 RUE DU GENERAL DE GAULLE à Dives-sur-mer (14160) dans le département du Calvados.



Cet artisan-commerçant fondé en 2011 ayant comme SIRET le numéro 535250732 00018, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641929889-1009","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","ALLO SOS PC SOLUTIONS","https://fr.kompass.com/c/allo-sos-pc-solutions/fr8071551/","ALLO SOS PC SOLUTIONS","10 RUE DES MURIERS","10 RUE DES MURIERS 

	                
	        14930 ETERVILLE","null","2011","SAS, société par actions simplifiée","De 0 à 9 employés","La société ALLO SOS PC SOLUTIONS, est implantée au 10 RUE DES MURIERS à Eterville (14930) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2011 ayant comme SIRET le numéro 530024819 00019, recensée sous le naf : 

► Autres activités informatiques.



La société ALLO SOS PC SOLUTIONS est dirigée par Jérôme Plantin (Président)","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641929892-1010","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","AXIANS UNIT - GIE","https://fr.kompass.com/c/axians-unit-gie/fr4353426/","AXIANS UNIT - GIE","6 RUE ALFRED NOBEL","6 RUE ALFRED NOBEL 

	                
	        14123 IFS","null","2014","Groupement d'intérêt économique (GIE)","De 0 à 9 employés","La compagnie AXIANS UNIT - GIE, est installée au 6 RUE ALFRED NOBEL à Ifs (14123) dans le département du Calvados.



Cette société est un groupement d'intérêt économique fondé en 2014 sous le numéro 804054930 00024, recensé sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société AXIANS UNIT - GIE est dirigée par Christophe Dueymes (Contrôleur de gestion)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641930114-1084","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M ANDRE BALOG (ANDRE INFORMATIQUE)","https://fr.kompass.com/c/m-andre-balog/fra00f9d7/","M ANDRE BALOG
                                    ANDRE INFORMATIQUE","12 RUE DU GENERAL DE GAULLE","12 RUE DU GENERAL DE GAULLE 

	                
	        14440 DOUVRES-LA-DELIVRANDE","null","2009","Artisan-commerçant","De 0 à 9 employés","L'entreprise M ANDRE BALOG, est implantée au 12 RUE DU GENERAL DE GAULLE à Douvres-la-delivrande (14440) dans le département du Calvados.



Cet artisan-commerçant fondé en 2009 ayant comme SIRET le numéro 512903295 00024, est recensé sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641930102-1080","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","CABINET ROBILLARD ENGINEERING, C.R.E","https://fr.kompass.com/c/cabinet-robillard-engineering/fra00qm8n/","CABINET ROBILLARD ENGINEERING","52 RUE DU MILIEU","52 RUE DU MILIEU 

	                
	        14000 CAEN","null","2014","SAS, société par actions simplifiée","De 0 à 9 employés","La société CABINET ROBILLARD ENGINEERING(C.R.E), est implantée au 52 RUE DU MILIEU à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2014 sous l'enregistrement 803879931 00019, recensée sous le naf : 

► Traitement de données, hébergement et activités connexes.



La société CABINET ROBILLARD ENGINEERING est dirigée par Pascal Robard (Président)","Traitement de données, hébergement et activités connexes (6311Z)
				Voir la classification Kompass"
"1641930075-1071","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MME ANNABELLE SUAREZ","https://fr.kompass.com/c/mme-annabelle-suarez/fra00tjku/","MME ANNABELLE SUAREZ","75 RUE DE LA GREVE","75 RUE DE LA GREVE 

	                
	        14150 OUISTREHAM","null","2014","Profession libérale","De 0 à 9 employés","MME ANNABELLE SUAREZ, est installée au 75 RUE DE LA GREVE à Ouistreham (14150) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous le numéro 808622104 00012, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641930042-1060","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M JULIEN MARODON","https://fr.kompass.com/c/m-julien-marodon/fra00fyzv/","M JULIEN MARODON","18 RUE DE LEBISEY","18 RUE DE LEBISEY 

	                
	        14000 CAEN","http://www.jmd-tech.com","2009","Profession libérale","De 0 à 9 employés","M JULIEN MARODON, est installé au 18 RUE DE LEBISEY à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2009 sous l'enregistrement 514808393 00011, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641929976-1038","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M THOMAS GRAVOUILLE","https://fr.kompass.com/c/m-thomas-gravouille/fra01kcm1/","M THOMAS GRAVOUILLE","25 RUE DU CAMP ROMAIN","25 RUE DU CAMP ROMAIN 

	                
	        14480 BANVILLE","null","2016","Profession libérale","De 0 à 9 employés","M THOMAS GRAVOUILLE, est installé au 25 RUE DU CAMP ROMAIN à Banville (14480) dans le département du Calvados.



Cette société est une profession libérale fondée en 2016 sous le numéro 817776636 00018, recensée sous le naf : 

► Portails Internet.","Portails Internet (6312Z)
				Voir la classification Kompass"
"1641930012-1050","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M IVAN GIRAULT","https://fr.kompass.com/c/m-ivan-girault/fra00br59/","M IVAN GIRAULT","33 RUE DE CREULLY","33 RUE DE CREULLY 

	                
	        14740 MOULINS-EN-BESSIN","http://www.poupion.com","2004","Profession libérale","De 0 à 9 employés","M IVAN GIRAULT, est installé au 33 RUE DE CREULLY à Moulins-en-bessin (14740) dans le département du Calvados.



Cette société est une profession libérale fondée en 2004(SIRET : 479883878 00023), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641929934-1024","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","CADI WEB","https://fr.kompass.com/c/cadi-web/fra00tjvd/","CADI WEB","20 RUE CARRIERES SAINT JULIEN","20 RUE CARRIERES SAINT JULIEN 

	                
	        14000 CAEN","null","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie CADI WEB, est localisée au 20 RUE CARRIERES SAINT JULIEN à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2014(SIRET : 808629430 00022), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société CADI WEB est dirigée par Emmanuel Antunes (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641929985-1041","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MASTER 2 I","https://fr.kompass.com/c/master-2-i/fr0762752/","MASTER 2 I","CREULLY 

	                ZONE ARTISANALE B 2","CREULLY 

	                ZONE ARTISANALE B 2 

	                
	        14480 CREULLY SUR SEULLES","null","2013","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société MASTER 2 I, est localisée à Creully Sur Seulles (CREULLY) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2013(SIRET : 790685200 00020), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société MASTER 2 I est dirigée par David Jeannenez (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641929982-1040","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","M JEAN-PHILIPPE TRICOIRE","https://fr.kompass.com/c/m-jean-philippe-tricoire/fra01b2db/","M JEAN-PHILIPPE TRICOIRE","14 RUE EUGENE BOUDIN","14 RUE EUGENE BOUDIN 

	                
	        14000 CAEN","null","2015","Profession libérale","De 0 à 9 employés","M JEAN-PHILIPPE TRICOIRE, est installé au 14 RUE EUGENE BOUDIN à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2015 sous l'enregistrement 813614153 00019, recensée sous le naf : 

► Autres activités informatiques.","Autres activités informatiques (6209Z)
				Voir la classification Kompass"
"1641929961-1033","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","MONSIEUR ALEXANDRE GERAULT","https://fr.kompass.com/c/monsieur-alexandre-gerault/fra02tppw/","MONSIEUR ALEXANDRE GERAULT","135 RUE DE LA DELIVRANDE","135 RUE DE LA DELIVRANDE 

	                
	        14000 CAEN","null","2017","Profession libérale","De 0 à 9 employés","MONSIEUR ALEXANDRE GERAULT, est installé au 135 RUE DE LA DELIVRANDE à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2017 sous le numéro 830906921 00010, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641929940-1026","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","ITEKUBE","https://fr.kompass.com/c/itekube/fr2765936/","ITEKUBE","9 RUE RAYMONDE BAIL","9 RUE RAYMONDE BAIL 

	                
	        14000 CAEN","http://www.itekube.com","2011","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La société ITEKUBE, est installée au 9 RUE RAYMONDE BAIL à Caen (14000) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2011 sous l'enregistrement 534672233 00028, recensée sous le naf : 

► Programmation informatique.



La société ITEKUBE est dirigée par Julien Ulrich (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641929928-1022","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-7/","A2VD PROD","https://fr.kompass.com/c/a2vd-prod/fra02gtnm/","A2VD PROD","8 RUE ALFRED KASTLER","8 RUE ALFRED KASTLER 

	                
	        14000 CAEN","null","2017","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie A2VD PROD, est localisée au 8 RUE ALFRED KASTLER à Caen (14000) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2017(SIRET : 827496365 00012), recensée sous le naf : 

► Programmation informatique.



La société A2VD PROD est dirigée par Alexandre Viaud (Gérant)","Programmation informatique (6201Z)
				Voir la classification Kompass"
